"","rater_id","rated_ID","Group","presItem","prestigeRatings","id"
"144.R13",48,46,10,"R13",6,144
"145.R13",48,47,10,"R13",4,145
"146.R13",48,49,10,"R13",5,146
"147.R13",48,50,10,"R13",4,147
"144.R14",48,46,10,"R14",4,144
"145.R14",48,47,10,"R14",4,145
"146.R14",48,49,10,"R14",4,146
"147.R14",48,50,10,"R14",4,147
"144.R15",48,46,10,"R15",4,144
"145.R15",48,47,10,"R15",7,145
"146.R15",48,49,10,"R15",4,146
"147.R15",48,50,10,"R15",4,147
"144.R17rev",48,46,10,"R17rev",7,144
"145.R17rev",48,47,10,"R17rev",7,145
"146.R17rev",48,49,10,"R17rev",7,146
"147.R17rev",48,50,10,"R17rev",7,147
"148.R1",49,50,10,"R1",5,148
"148.R2rev",49,50,10,"R2rev",4,148
"148.R4",49,50,10,"R4",5,148
"148.R6rev",49,50,10,"R6rev",3,148
"148.R8",49,50,10,"R8",5,148
"148.R13",49,50,10,"R13",5,148
"148.R14",49,50,10,"R14",4,148
"148.R15",49,50,10,"R15",4,148
"148.R17rev",49,50,10,"R17rev",4,148
"149.R1",56,57,12,"R1",7,149
"150.R1",56,58,12,"R1",7,150
"151.R1",56,59,12,"R1",7,151
"152.R1",56,60,12,"R1",7,152
"149.R2rev",56,57,12,"R2rev",7,149
"150.R2rev",56,58,12,"R2rev",7,150
"151.R2rev",56,59,12,"R2rev",7,151
"152.R2rev",56,60,12,"R2rev",7,152
"149.R4",56,57,12,"R4",5,149
"150.R4",56,58,12,"R4",6,150
"151.R4",56,59,12,"R4",7,151
"152.R4",56,60,12,"R4",7,152
"149.R6rev",56,57,12,"R6rev",7,149
"150.R6rev",56,58,12,"R6rev",7,150
"151.R6rev",56,59,12,"R6rev",7,151
"152.R6rev",56,60,12,"R6rev",7,152
"149.R8",56,57,12,"R8",6,149
"150.R8",56,58,12,"R8",7,150
"151.R8",56,59,12,"R8",7,151
"152.R8",56,60,12,"R8",7,152
"149.R13",56,57,12,"R13",6,149
"150.R13",56,58,12,"R13",7,150
"151.R13",56,59,12,"R13",7,151
"152.R13",56,60,12,"R13",7,152
"149.R14",56,57,12,"R14",6,149
"150.R14",56,58,12,"R14",7,150
"151.R14",56,59,12,"R14",7,151
"152.R14",56,60,12,"R14",7,152
"149.R15",56,57,12,"R15",4,149
"150.R15",56,58,12,"R15",7,150
"151.R15",56,59,12,"R15",7,151
"152.R15",56,60,12,"R15",7,152
"149.R17rev",56,57,12,"R17rev",7,149
"150.R17rev",56,58,12,"R17rev",7,150
"151.R17rev",56,59,12,"R17rev",7,151
"152.R17rev",56,60,12,"R17rev",7,152
"153.R1",57,56,12,"R1",7,153
"154.R1",57,58,12,"R1",6,154
"155.R1",57,59,12,"R1",7,155
"156.R1",57,60,12,"R1",7,156
"153.R2rev",57,56,12,"R2rev",7,153
"154.R2rev",57,58,12,"R2rev",7,154
"155.R2rev",57,59,12,"R2rev",7,155
"156.R2rev",57,60,12,"R2rev",7,156
"153.R4",57,56,12,"R4",1,153
"154.R4",57,58,12,"R4",1,154
"155.R4",57,59,12,"R4",1,155
"156.R4",57,60,12,"R4",1,156
"153.R6rev",57,56,12,"R6rev",7,153
"154.R6rev",57,58,12,"R6rev",7,154
"155.R6rev",57,59,12,"R6rev",7,155
"156.R6rev",57,60,12,"R6rev",7,156
"153.R8",57,56,12,"R8",7,153
"154.R8",57,58,12,"R8",6,154
"155.R8",57,59,12,"R8",6,155
"156.R8",57,60,12,"R8",6,156
"153.R13",57,56,12,"R13",6,153
"154.R13",57,58,12,"R13",7,154
"155.R13",57,59,12,"R13",7,155
"156.R13",57,60,12,"R13",7,156
"153.R14",57,56,12,"R14",6,153
"154.R14",57,58,12,"R14",7,154
"155.R14",57,59,12,"R14",7,155
"156.R14",57,60,12,"R14",7,156
"153.R15",57,56,12,"R15",5,153
"154.R15",57,58,12,"R15",7,154
"155.R15",57,59,12,"R15",6,155
"156.R15",57,60,12,"R15",7,156
"153.R17rev",57,56,12,"R17rev",7,153
"154.R17rev",57,58,12,"R17rev",7,154
"155.R17rev",57,59,12,"R17rev",7,155
"156.R17rev",57,60,12,"R17rev",7,156
"157.R1",58,56,12,"R1",7,157
"158.R1",58,57,12,"R1",4,158
"159.R1",58,59,12,"R1",7,159
"160.R1",58,60,12,"R1",7,160
"157.R2rev",58,56,12,"R2rev",7,157
"158.R2rev",58,57,12,"R2rev",7,158
"159.R2rev",58,59,12,"R2rev",7,159
"160.R2rev",58,60,12,"R2rev",7,160
"157.R4",58,56,12,"R4",4,157
"158.R4",58,57,12,"R4",1,158
"159.R4",58,59,12,"R4",5,159
"160.R4",58,60,12,"R4",6,160
"157.R6rev",58,56,12,"R6rev",7,157
"158.R6rev",58,57,12,"R6rev",7,158
"159.R6rev",58,59,12,"R6rev",7,159
"160.R6rev",58,60,12,"R6rev",7,160
"157.R8",58,56,12,"R8",7,157
"158.R8",58,57,12,"R8",4,158
"159.R8",58,59,12,"R8",7,159
"160.R8",58,60,12,"R8",7,160
"157.R13",58,56,12,"R13",7,157
"158.R13",58,57,12,"R13",1,158
"159.R13",58,59,12,"R13",7,159
"160.R13",58,60,12,"R13",7,160
"157.R14",58,56,12,"R14",7,157
"158.R14",58,57,12,"R14",1,158
"159.R14",58,59,12,"R14",7,159
"160.R14",58,60,12,"R14",6,160
"157.R15",58,56,12,"R15",7,157
"158.R15",58,57,12,"R15",1,158
"159.R15",58,59,12,"R15",6,159
"160.R15",58,60,12,"R15",7,160
"157.R17rev",58,56,12,"R17rev",7,157
"158.R17rev",58,57,12,"R17rev",7,158
"159.R17rev",58,59,12,"R17rev",7,159
"160.R17rev",58,60,12,"R17rev",7,160
"161.R1",59,56,12,"R1",6,161
"162.R1",59,57,12,"R1",5,162
"163.R1",59,58,12,"R1",6,163
"164.R1",59,60,12,"R1",7,164
"161.R2rev",59,56,12,"R2rev",6,161
"162.R2rev",59,57,12,"R2rev",6,162
"163.R2rev",59,58,12,"R2rev",6,163
"164.R2rev",59,60,12,"R2rev",7,164
"161.R4",59,56,12,"R4",5,161
"162.R4",59,57,12,"R4",3,162
"163.R4",59,58,12,"R4",5,163
"164.R4",59,60,12,"R4",7,164
"161.R6rev",59,56,12,"R6rev",5,161
"162.R6rev",59,57,12,"R6rev",4,162
"163.R6rev",59,58,12,"R6rev",6,163
"164.R6rev",59,60,12,"R6rev",7,164
"161.R8",59,56,12,"R8",6,161
"162.R8",59,57,12,"R8",5,162
"163.R8",59,58,12,"R8",5,163
"164.R8",59,60,12,"R8",7,164
"161.R13",59,56,12,"R13",6,161
"162.R13",59,57,12,"R13",5,162
"163.R13",59,58,12,"R13",6,163
"164.R13",59,60,12,"R13",7,164
"161.R14",59,56,12,"R14",6,161
"162.R14",59,57,12,"R14",3,162
"163.R14",59,58,12,"R14",6,163
"164.R14",59,60,12,"R14",7,164
"161.R15",59,56,12,"R15",7,161
"162.R15",59,57,12,"R15",3,162
"163.R15",59,58,12,"R15",4,163
"164.R15",59,60,12,"R15",4,164
"161.R17rev",59,56,12,"R17rev",6,161
"162.R17rev",59,57,12,"R17rev",7,162
"163.R17rev",59,58,12,"R17rev",7,163
"164.R17rev",59,60,12,"R17rev",7,164
"165.R1",60,56,12,"R1",7,165
"166.R1",60,57,12,"R1",5,166
"167.R1",60,58,12,"R1",6,167
"168.R1",60,59,12,"R1",6,168
"165.R2rev",60,56,12,"R2rev",7,165
"166.R2rev",60,57,12,"R2rev",7,166
"167.R2rev",60,58,12,"R2rev",7,167
"168.R2rev",60,59,12,"R2rev",7,168
"165.R4",60,56,12,"R4",4,165
"166.R4",60,57,12,"R4",4,166
"167.R4",60,58,12,"R4",4,167
"168.R4",60,59,12,"R4",5,168
"165.R6rev",60,56,12,"R6rev",7,165
"166.R6rev",60,57,12,"R6rev",7,166
"167.R6rev",60,58,12,"R6rev",7,167
"168.R6rev",60,59,12,"R6rev",7,168
"165.R8",60,56,12,"R8",7,165
"166.R8",60,57,12,"R8",5,166
"167.R8",60,58,12,"R8",7,167
"168.R8",60,59,12,"R8",6,168
"165.R13",60,56,12,"R13",7,165
"166.R13",60,57,12,"R13",6,166
"167.R13",60,58,12,"R13",7,167
"168.R13",60,59,12,"R13",7,168
"165.R14",60,56,12,"R14",7,165
"166.R14",60,57,12,"R14",6,166
"167.R14",60,58,12,"R14",7,167
"168.R14",60,59,12,"R14",7,168
"165.R15",60,56,12,"R15",5,165
"166.R15",60,57,12,"R15",4,166
"167.R15",60,58,12,"R15",4,167
"168.R15",60,59,12,"R15",6,168
"165.R17rev",60,56,12,"R17rev",7,165
"166.R17rev",60,57,12,"R17rev",7,166
"167.R17rev",60,58,12,"R17rev",7,167
"168.R17rev",60,59,12,"R17rev",7,168
"169.R1",61,62,13,"R1",6,169
"170.R1",61,63,13,"R1",6,170
"171.R1",61,64,13,"R1",5,171
"172.R1",61,65,13,"R1",5,172
"169.R2rev",61,62,13,"R2rev",3,169
"170.R2rev",61,63,13,"R2rev",4,170
"171.R2rev",61,64,13,"R2rev",6,171
"172.R2rev",61,65,13,"R2rev",3,172
"169.R4",61,62,13,"R4",6,169
"170.R4",61,63,13,"R4",6,170
"171.R4",61,64,13,"R4",5,171
"172.R4",61,65,13,"R4",3,172
"169.R6rev",61,62,13,"R6rev",6,169
"170.R6rev",61,63,13,"R6rev",6,170
"171.R6rev",61,64,13,"R6rev",6,171
"172.R6rev",61,65,13,"R6rev",5,172
"169.R8",61,62,13,"R8",6,169
"170.R8",61,63,13,"R8",6,170
"171.R8",61,64,13,"R8",5,171
"172.R8",61,65,13,"R8",4,172
"169.R13",61,62,13,"R13",5,169
"170.R13",61,63,13,"R13",6,170
"171.R13",61,64,13,"R13",5,171
"172.R13",61,65,13,"R13",5,172
"169.R14",61,62,13,"R14",6,169
"170.R14",61,63,13,"R14",7,170
"171.R14",61,64,13,"R14",6,171
"172.R14",61,65,13,"R14",5,172
"169.R15",61,62,13,"R15",5,169
"170.R15",61,63,13,"R15",6,170
"171.R15",61,64,13,"R15",5,171
"172.R15",61,65,13,"R15",5,172
"169.R17rev",61,62,13,"R17rev",6,169
"170.R17rev",61,63,13,"R17rev",5,170
"171.R17rev",61,64,13,"R17rev",6,171
"172.R17rev",61,65,13,"R17rev",5,172
"173.R1",62,61,13,"R1",5,173
"174.R1",62,63,13,"R1",6,174
"175.R1",62,64,13,"R1",4,175
"176.R1",62,65,13,"R1",4,176
"173.R2rev",62,61,13,"R2rev",6,173
"174.R2rev",62,63,13,"R2rev",6,174
"175.R2rev",62,64,13,"R2rev",4,175
"176.R2rev",62,65,13,"R2rev",6,176
"173.R4",62,61,13,"R4",2,173
"174.R4",62,63,13,"R4",3,174
"175.R4",62,64,13,"R4",3,175
"176.R4",62,65,13,"R4",3,176
"173.R6rev",62,61,13,"R6rev",6,173
"174.R6rev",62,63,13,"R6rev",6,174
"175.R6rev",62,64,13,"R6rev",6,175
"176.R6rev",62,65,13,"R6rev",6,176
"173.R8",62,61,13,"R8",2,173
"174.R8",62,63,13,"R8",6,174
"175.R8",62,64,13,"R8",3,175
"176.R8",62,65,13,"R8",6,176
"173.R13",62,61,13,"R13",6,173
"174.R13",62,63,13,"R13",6,174
"175.R13",62,64,13,"R13",4,175
"176.R13",62,65,13,"R13",6,176
"173.R14",62,61,13,"R14",6,173
"174.R14",62,63,13,"R14",6,174
"175.R14",62,64,13,"R14",4,175
"176.R14",62,65,13,"R14",6,176
"173.R15",62,61,13,"R15",5,173
"174.R15",62,63,13,"R15",5,174
"175.R15",62,64,13,"R15",3,175
"176.R15",62,65,13,"R15",6,176
"173.R17rev",62,61,13,"R17rev",7,173
"174.R17rev",62,63,13,"R17rev",7,174
"175.R17rev",62,64,13,"R17rev",5,175
"176.R17rev",62,65,13,"R17rev",6,176
"177.R1",63,61,13,"R1",6,177
"178.R1",63,62,13,"R1",7,178
"177.R2rev",63,61,13,"R2rev",6,177
"178.R2rev",63,62,13,"R2rev",5,178
"177.R4",63,61,13,"R4",6,177
"178.R4",63,62,13,"R4",6,178
"177.R6rev",63,61,13,"R6rev",1,177
"178.R6rev",63,62,13,"R6rev",7,178
"177.R8",63,61,13,"R8",7,177
"178.R8",63,62,13,"R8",7,178
"177.R13",63,61,13,"R13",7,177
"178.R13",63,62,13,"R13",7,178
"177.R14",63,61,13,"R14",7,177
"178.R14",63,62,13,"R14",7,178
"177.R15",63,61,13,"R15",7,177
"178.R15",63,62,13,"R15",7,178
"177.R17rev",63,61,13,"R17rev",7,177
"178.R17rev",63,62,13,"R17rev",7,178
"179.R1",64,61,13,"R1",5,179
"180.R1",64,62,13,"R1",6,180
"181.R1",64,63,13,"R1",7,181
"182.R1",64,65,13,"R1",7,182
"179.R2rev",64,61,13,"R2rev",7,179
"180.R2rev",64,62,13,"R2rev",7,180
"181.R2rev",64,63,13,"R2rev",7,181
"182.R2rev",64,65,13,"R2rev",7,182
"179.R4",64,61,13,"R4",3,179
"180.R4",64,62,13,"R4",6,180
"181.R4",64,63,13,"R4",6,181
"182.R4",64,65,13,"R4",6,182
"179.R6rev",64,61,13,"R6rev",6,179
"180.R6rev",64,62,13,"R6rev",7,180
"181.R6rev",64,63,13,"R6rev",7,181
"182.R6rev",64,65,13,"R6rev",7,182
"179.R8",64,61,13,"R8",5,179
"180.R8",64,62,13,"R8",6,180
"181.R8",64,63,13,"R8",7,181
"182.R8",64,65,13,"R8",7,182
"179.R13",64,61,13,"R13",4,179
"180.R13",64,62,13,"R13",5,180
"181.R13",64,63,13,"R13",7,181
"182.R13",64,65,13,"R13",7,182
"179.R14",64,61,13,"R14",6,179
"180.R14",64,62,13,"R14",5,180
"181.R14",64,63,13,"R14",7,181
"182.R14",64,65,13,"R14",7,182
"179.R15",64,61,13,"R15",6,179
"180.R15",64,62,13,"R15",6,180
"181.R15",64,63,13,"R15",7,181
"182.R15",64,65,13,"R15",7,182
"179.R17rev",64,61,13,"R17rev",7,179
"180.R17rev",64,62,13,"R17rev",7,180
"181.R17rev",64,63,13,"R17rev",7,181
"182.R17rev",64,65,13,"R17rev",7,182
"183.R1",65,61,13,"R1",5,183
"184.R1",65,62,13,"R1",6,184
"185.R1",65,63,13,"R1",6,185
"186.R1",65,64,13,"R1",6,186
"183.R2rev",65,61,13,"R2rev",5,183
"184.R2rev",65,62,13,"R2rev",7,184
"185.R2rev",65,63,13,"R2rev",3,185
"186.R2rev",65,64,13,"R2rev",3,186
"183.R4",65,61,13,"R4",7,183
"184.R4",65,62,13,"R4",7,184
"185.R4",65,63,13,"R4",7,185
"186.R4",65,64,13,"R4",6,186
"183.R6rev",65,61,13,"R6rev",7,183
"184.R6rev",65,62,13,"R6rev",6,184
"185.R6rev",65,63,13,"R6rev",6,185
"186.R6rev",65,64,13,"R6rev",6,186
"183.R8",65,61,13,"R8",5,183
"184.R8",65,62,13,"R8",7,184
"185.R8",65,63,13,"R8",6,185
"186.R8",65,64,13,"R8",6,186
"183.R13",65,61,13,"R13",6,183
"184.R13",65,62,13,"R13",6,184
"185.R13",65,63,13,"R13",6,185
"186.R13",65,64,13,"R13",6,186
"183.R14",65,61,13,"R14",7,183
"184.R14",65,62,13,"R14",7,184
"185.R14",65,63,13,"R14",6,185
"186.R14",65,64,13,"R14",6,186
"183.R15",65,61,13,"R15",6,183
"184.R15",65,62,13,"R15",6,184
"185.R15",65,63,13,"R15",6,185
"186.R15",65,64,13,"R15",6,186
"183.R17rev",65,61,13,"R17rev",7,183
"184.R17rev",65,62,13,"R17rev",7,184
"185.R17rev",65,63,13,"R17rev",7,185
"186.R17rev",65,64,13,"R17rev",6,186
"187.R1",66,67,14,"R1",6,187
"187.R2rev",66,67,14,"R2rev",7,187
"187.R4",66,67,14,"R4",5,187
"187.R6rev",66,67,14,"R6rev",7,187
"187.R8",66,67,14,"R8",6,187
"187.R13",66,67,14,"R13",5,187
"187.R14",66,67,14,"R14",5,187
"187.R15",66,67,14,"R15",5,187
"187.R17rev",66,67,14,"R17rev",7,187
"188.R1",69,67,14,"R1",7,188
"189.R1",69,70,14,"R1",6,189
"188.R2rev",69,67,14,"R2rev",7,188
"189.R2rev",69,70,14,"R2rev",2,189
"188.R4",69,67,14,"R4",6,188
"189.R4",69,70,14,"R4",6,189
"188.R6rev",69,67,14,"R6rev",6,188
"189.R6rev",69,70,14,"R6rev",7,189
"188.R8",69,67,14,"R8",6,188
"189.R8",69,70,14,"R8",5,189
"188.R13",69,67,14,"R13",6,188
"189.R13",69,70,14,"R13",5,189
"188.R14",69,67,14,"R14",6,188
"189.R14",69,70,14,"R14",6,189
"188.R15",69,67,14,"R15",5,188
"189.R15",69,70,14,"R15",4,189
"188.R17rev",69,67,14,"R17rev",7,188
"189.R17rev",69,70,14,"R17rev",6,189
"190.R1",70,66,14,"R1",7,190
"191.R1",70,67,14,"R1",7,191
"192.R1",70,68,14,"R1",7,192
"193.R1",70,69,14,"R1",7,193
"190.R2rev",70,66,14,"R2rev",7,190
"191.R2rev",70,67,14,"R2rev",7,191
"192.R2rev",70,68,14,"R2rev",7,192
"193.R2rev",70,69,14,"R2rev",7,193
"190.R4",70,66,14,"R4",7,190
"191.R4",70,67,14,"R4",7,191
"192.R4",70,68,14,"R4",7,192
"193.R4",70,69,14,"R4",7,193
"190.R6rev",70,66,14,"R6rev",7,190
"191.R6rev",70,67,14,"R6rev",7,191
"192.R6rev",70,68,14,"R6rev",7,192
"193.R6rev",70,69,14,"R6rev",7,193
"190.R8",70,66,14,"R8",7,190
"191.R8",70,67,14,"R8",2,191
"192.R8",70,68,14,"R8",7,192
"193.R8",70,69,14,"R8",7,193
"190.R13",70,66,14,"R13",7,190
"191.R13",70,67,14,"R13",7,191
"192.R13",70,68,14,"R13",7,192
"193.R13",70,69,14,"R13",7,193
"190.R14",70,66,14,"R14",4,190
"191.R14",70,67,14,"R14",7,191
"192.R14",70,68,14,"R14",7,192
"193.R14",70,69,14,"R14",7,193
"190.R15",70,66,14,"R15",4,190
"191.R15",70,67,14,"R15",7,191
"192.R15",70,68,14,"R15",7,192
"193.R15",70,69,14,"R15",7,193
"190.R17rev",70,66,14,"R17rev",7,190
"191.R17rev",70,67,14,"R17rev",7,191
"192.R17rev",70,68,14,"R17rev",7,192
"193.R17rev",70,69,14,"R17rev",7,193
"194.R1",71,72,15,"R1",6,194
"195.R1",71,74,15,"R1",6,195
"196.R1",71,75,15,"R1",7,196
"194.R2rev",71,72,15,"R2rev",6,194
"195.R2rev",71,74,15,"R2rev",2,195
"196.R2rev",71,75,15,"R2rev",2,196
"194.R4",71,72,15,"R4",4,194
"195.R4",71,74,15,"R4",6,195
"196.R4",71,75,15,"R4",7,196
"194.R6rev",71,72,15,"R6rev",4,194
"195.R6rev",71,74,15,"R6rev",5,195
"196.R6rev",71,75,15,"R6rev",4,196
"194.R8",71,72,15,"R8",6,194
"195.R8",71,74,15,"R8",6,195
"196.R8",71,75,15,"R8",6,196
"194.R13",71,72,15,"R13",6,194
"195.R13",71,74,15,"R13",4,195
"196.R13",71,75,15,"R13",6,196
"194.R14",71,72,15,"R14",3,194
"195.R14",71,74,15,"R14",4,195
"196.R14",71,75,15,"R14",6,196
"194.R15",71,72,15,"R15",5,194
"195.R15",71,74,15,"R15",5,195
"196.R15",71,75,15,"R15",5,196
"194.R17rev",71,72,15,"R17rev",2,194
"195.R17rev",71,74,15,"R17rev",5,195
"196.R17rev",71,75,15,"R17rev",4,196
"197.R1",72,71,15,"R1",6,197
"198.R1",72,73,15,"R1",6,198
"199.R1",72,74,15,"R1",5,199
"200.R1",72,75,15,"R1",7,200
"197.R2rev",72,71,15,"R2rev",1,197
"198.R2rev",72,73,15,"R2rev",7,198
"199.R2rev",72,74,15,"R2rev",7,199
"200.R2rev",72,75,15,"R2rev",3,200
"197.R4",72,71,15,"R4",4,197
"198.R4",72,73,15,"R4",5,198
"199.R4",72,74,15,"R4",4,199
"200.R4",72,75,15,"R4",6,200
"197.R6rev",72,71,15,"R6rev",2,197
"198.R6rev",72,73,15,"R6rev",7,198
"199.R6rev",72,74,15,"R6rev",2,199
"200.R6rev",72,75,15,"R6rev",7,200
"197.R8",72,71,15,"R8",6,197
"198.R8",72,73,15,"R8",7,198
"199.R8",72,74,15,"R8",4,199
"200.R8",72,75,15,"R8",6,200
"197.R13",72,71,15,"R13",5,197
"198.R13",72,73,15,"R13",5,198
"199.R13",72,74,15,"R13",4,199
"200.R13",72,75,15,"R13",6,200
"197.R14",72,71,15,"R14",5,197
"198.R14",72,73,15,"R14",4,198
"199.R14",72,74,15,"R14",4,199
"200.R14",72,75,15,"R14",6,200
"197.R15",72,71,15,"R15",4,197
"198.R15",72,73,15,"R15",6,198
"199.R15",72,74,15,"R15",3,199
"200.R15",72,75,15,"R15",5,200
"197.R17rev",72,71,15,"R17rev",7,197
"198.R17rev",72,73,15,"R17rev",7,198
"199.R17rev",72,74,15,"R17rev",2,199
"200.R17rev",72,75,15,"R17rev",7,200
"201.R1",73,71,15,"R1",3,201
"202.R1",73,72,15,"R1",7,202
"201.R2rev",73,71,15,"R2rev",1,201
"202.R2rev",73,72,15,"R2rev",7,202
"201.R4",73,71,15,"R4",4,201
"202.R4",73,72,15,"R4",7,202
"201.R6rev",73,71,15,"R6rev",7,201
"202.R6rev",73,72,15,"R6rev",2,202
"201.R8",73,71,15,"R8",4,201
"202.R8",73,72,15,"R8",7,202
"201.R13",73,71,15,"R13",1,201
"202.R13",73,72,15,"R13",7,202
"201.R14",73,71,15,"R14",1,201
"202.R14",73,72,15,"R14",7,202
"201.R15",73,71,15,"R15",1,201
"202.R15",73,72,15,"R15",4,202
"201.R17rev",73,71,15,"R17rev",4,201
"202.R17rev",73,72,15,"R17rev",7,202
"203.R1",74,72,15,"R1",6,203
"204.R1",74,73,15,"R1",4,204
"205.R1",74,75,15,"R1",6,205
"203.R2rev",74,72,15,"R2rev",7,203
"204.R2rev",74,73,15,"R2rev",6,204
"205.R2rev",74,75,15,"R2rev",4,205
"203.R4",74,72,15,"R4",4,203
"204.R4",74,73,15,"R4",2,204
"205.R4",74,75,15,"R4",5,205
"203.R6rev",74,72,15,"R6rev",7,203
"204.R6rev",74,73,15,"R6rev",6,204
"205.R6rev",74,75,15,"R6rev",7,205
"203.R8",74,72,15,"R8",6,203
"204.R8",74,73,15,"R8",5,204
"205.R8",74,75,15,"R8",7,205
"203.R13",74,72,15,"R13",4,203
"204.R13",74,73,15,"R13",4,204
"205.R13",74,75,15,"R13",6,205
"203.R14",74,72,15,"R14",7,203
"204.R14",74,73,15,"R14",2,204
"205.R14",74,75,15,"R14",6,205
"203.R15",74,72,15,"R15",5,203
"204.R15",74,73,15,"R15",2,204
"205.R15",74,75,15,"R15",6,205
"203.R17rev",74,72,15,"R17rev",7,203
"204.R17rev",74,73,15,"R17rev",7,204
"205.R17rev",74,75,15,"R17rev",7,205
"206.R1",75,72,15,"R1",7,206
"207.R1",75,73,15,"R1",6,207
"208.R1",75,74,15,"R1",5,208
"206.R2rev",75,72,15,"R2rev",6,206
"207.R2rev",75,73,15,"R2rev",2,207
"208.R2rev",75,74,15,"R2rev",2,208
"206.R4",75,72,15,"R4",6,206
"207.R4",75,73,15,"R4",5,207
"208.R4",75,74,15,"R4",4,208
"206.R6rev",75,72,15,"R6rev",2,206
"207.R6rev",75,73,15,"R6rev",2,207
"208.R6rev",75,74,15,"R6rev",2,208
"206.R8",75,72,15,"R8",7,206
"207.R8",75,73,15,"R8",6,207
"208.R8",75,74,15,"R8",6,208
"206.R13",75,72,15,"R13",7,206
"207.R13",75,73,15,"R13",6,207
"208.R13",75,74,15,"R13",6,208
"206.R14",75,72,15,"R14",7,206
"207.R14",75,73,15,"R14",7,207
"208.R14",75,74,15,"R14",6,208
"206.R15",75,72,15,"R15",7,206
"207.R15",75,73,15,"R15",6,207
"208.R15",75,74,15,"R15",5,208
"206.R17rev",75,72,15,"R17rev",3,206
"207.R17rev",75,73,15,"R17rev",2,207
"208.R17rev",75,74,15,"R17rev",6,208
"209.R1",77,76,16,"R1",5,209
"210.R1",77,78,16,"R1",6,210
"211.R1",77,79,16,"R1",4,211
"212.R1",77,80,16,"R1",5,212
"209.R2rev",77,76,16,"R2rev",7,209
"210.R2rev",77,78,16,"R2rev",7,210
"211.R2rev",77,79,16,"R2rev",5,211
"212.R2rev",77,80,16,"R2rev",6,212
"209.R4",77,76,16,"R4",2,209
"210.R4",77,78,16,"R4",4,210
"211.R4",77,79,16,"R4",3,211
"212.R4",77,80,16,"R4",5,212
"209.R6rev",77,76,16,"R6rev",7,209
"210.R6rev",77,78,16,"R6rev",7,210
"211.R6rev",77,79,16,"R6rev",6,211
"212.R6rev",77,80,16,"R6rev",7,212
"209.R8",77,76,16,"R8",6,209
"210.R8",77,78,16,"R8",4,210
"211.R8",77,79,16,"R8",3,211
"212.R8",77,80,16,"R8",6,212
"209.R13",77,76,16,"R13",4,209
"210.R13",77,78,16,"R13",6,210
"211.R13",77,79,16,"R13",1,211
"212.R13",77,80,16,"R13",5,212
"209.R14",77,76,16,"R14",2,209
"210.R14",77,78,16,"R14",7,210
"211.R14",77,79,16,"R14",2,211
"212.R14",77,80,16,"R14",5,212
"209.R15",77,76,16,"R15",3,209
"210.R15",77,78,16,"R15",7,210
"211.R15",77,79,16,"R15",2,211
"212.R15",77,80,16,"R15",5,212
"209.R17rev",77,76,16,"R17rev",7,209
"210.R17rev",77,78,16,"R17rev",7,210
"211.R17rev",77,79,16,"R17rev",6,211
"212.R17rev",77,80,16,"R17rev",7,212
"213.R1",78,76,16,"R1",6,213
"214.R1",78,77,16,"R1",5,214
"215.R1",78,79,16,"R1",6,215
"216.R1",78,80,16,"R1",6,216
"213.R2rev",78,76,16,"R2rev",7,213
"214.R2rev",78,77,16,"R2rev",7,214
"215.R2rev",78,79,16,"R2rev",7,215
"216.R2rev",78,80,16,"R2rev",7,216
"213.R4",78,76,16,"R4",6,213
"214.R4",78,77,16,"R4",5,214
"215.R4",78,79,16,"R4",6,215
"216.R4",78,80,16,"R4",6,216
"213.R6rev",78,76,16,"R6rev",7,213
"214.R6rev",78,77,16,"R6rev",7,214
"215.R6rev",78,79,16,"R6rev",7,215
"216.R6rev",78,80,16,"R6rev",7,216
"213.R8",78,76,16,"R8",6,213
"214.R8",78,77,16,"R8",5,214
"215.R8",78,79,16,"R8",5,215
"216.R8",78,80,16,"R8",7,216
"213.R13",78,76,16,"R13",5,213
"214.R13",78,77,16,"R13",5,214
"215.R13",78,79,16,"R13",6,215
"216.R13",78,80,16,"R13",6,216
"213.R14",78,76,16,"R14",6,213
"214.R14",78,77,16,"R14",6,214
"215.R14",78,79,16,"R14",5,215
"216.R14",78,80,16,"R14",7,216
"213.R15",78,76,16,"R15",7,213
"214.R15",78,77,16,"R15",5,214
"215.R15",78,79,16,"R15",5,215
"216.R15",78,80,16,"R15",7,216
"213.R17rev",78,76,16,"R17rev",7,213
"214.R17rev",78,77,16,"R17rev",7,214
"215.R17rev",78,79,16,"R17rev",7,215
"216.R17rev",78,80,16,"R17rev",7,216
"217.R1",79,76,16,"R1",6,217
"218.R1",79,77,16,"R1",6,218
"219.R1",79,78,16,"R1",6,219
"220.R1",79,80,16,"R1",6,220
"217.R2rev",79,76,16,"R2rev",6,217
"218.R2rev",79,77,16,"R2rev",6,218
"219.R2rev",79,78,16,"R2rev",6,219
"220.R2rev",79,80,16,"R2rev",6,220
"217.R4",79,76,16,"R4",6,217
"218.R4",79,77,16,"R4",5,218
"219.R4",79,78,16,"R4",5,219
"220.R4",79,80,16,"R4",5,220
"217.R6rev",79,76,16,"R6rev",6,217
"218.R6rev",79,77,16,"R6rev",6,218
"219.R6rev",79,78,16,"R6rev",6,219
"220.R6rev",79,80,16,"R6rev",6,220
"217.R8",79,76,16,"R8",5,217
