"","rater_id","rated_ID","Group","presItem","prestigeRatings","id","Age","Sex","Score","OverConf","nominated","initInf","Liked","Inflntl","ScoreC","overconf","OverConfC","initLrn","raterId","ratedID","grpID","itemID"
"223.R15",80,78,16,"R15",5,223,22,1,33,36,0,0,0.805555555555556,0.833333333333333,4.16108786610879,76,0.55020920502092,0,119,114,6,4
"223.R17rev",80,78,16,"R17rev",7,223,22,1,33,36,0,0,0.805555555555556,0.833333333333333,4.16108786610879,76,0.55020920502092,0,119,114,6,5
"211.R1",77,79,16,"R1",4,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,1
"211.R2rev",77,79,16,"R2rev",5,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,6
"211.R4",77,79,16,"R4",3,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,7
"211.R6rev",77,79,16,"R6rev",6,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,8
"211.R8",77,79,16,"R8",3,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,9
"211.R13",77,79,16,"R13",1,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,2
"211.R14",77,79,16,"R14",2,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,3
"211.R15",77,79,16,"R15",2,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,4
"211.R17rev",77,79,16,"R17rev",6,211,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,115,115,6,5
"215.R1",78,79,16,"R1",6,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,1
"215.R2rev",78,79,16,"R2rev",7,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,6
"215.R4",78,79,16,"R4",6,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,7
"215.R6rev",78,79,16,"R6rev",7,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,8
"215.R8",78,79,16,"R8",5,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,9
"215.R13",78,79,16,"R13",6,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,2
"215.R14",78,79,16,"R14",5,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,3
"215.R15",78,79,16,"R15",5,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,4
"215.R17rev",78,79,16,"R17rev",7,215,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,116,115,6,5
"224.R1",80,79,16,"R1",3,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,1
"224.R2rev",80,79,16,"R2rev",7,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,6
"224.R4",80,79,16,"R4",1,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,7
"224.R6rev",80,79,16,"R6rev",7,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,8
"224.R8",80,79,16,"R8",2,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,9
"224.R13",80,79,16,"R13",3,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,2
"224.R14",80,79,16,"R14",2,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,3
"224.R15",80,79,16,"R15",2,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,4
"224.R17rev",80,79,16,"R17rev",7,224,20,1,22,20,0,0,0.666666666666667,0.222222222222222,-6.83891213389121,60,-15.4497907949791,0,119,115,6,5
"212.R1",77,80,16,"R1",5,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,1
"212.R2rev",77,80,16,"R2rev",6,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,6
"212.R4",77,80,16,"R4",5,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,7
"212.R6rev",77,80,16,"R6rev",7,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,8
"212.R8",77,80,16,"R8",6,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,9
"212.R13",77,80,16,"R13",5,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,2
"212.R14",77,80,16,"R14",5,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,3
"212.R15",77,80,16,"R15",5,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,4
"212.R17rev",77,80,16,"R17rev",7,212,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,115,117,6,5
"216.R1",78,80,16,"R1",6,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,1
"216.R2rev",78,80,16,"R2rev",7,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,6
"216.R4",78,80,16,"R4",6,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,7
"216.R6rev",78,80,16,"R6rev",7,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,8
"216.R8",78,80,16,"R8",7,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,9
"216.R13",78,80,16,"R13",6,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,2
"216.R14",78,80,16,"R14",7,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,3
"216.R15",78,80,16,"R15",7,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,4
"216.R17rev",78,80,16,"R17rev",7,216,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,116,117,6,5
"220.R1",79,80,16,"R1",6,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,1
"220.R2rev",79,80,16,"R2rev",6,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,6
"220.R4",79,80,16,"R4",5,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,7
"220.R6rev",79,80,16,"R6rev",6,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,8
"220.R8",79,80,16,"R8",5,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,9
"220.R13",79,80,16,"R13",5,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,2
"220.R14",79,80,16,"R14",5,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,3
"220.R15",79,80,16,"R15",5,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,4
"220.R17rev",79,80,16,"R17rev",6,220,21,1,28,35,1,0,0.777777777777778,0.888888888888889,-0.838912133891213,75,-0.44979079497908,0,117,117,6,5
"225.R1",81,82,17,"R1",5,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,1
"225.R2rev",81,82,17,"R2rev",7,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,6
"225.R4",81,82,17,"R4",5,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,7
"225.R6rev",81,82,17,"R6rev",7,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,8
"225.R8",81,82,17,"R8",6,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,9
"225.R13",81,82,17,"R13",3,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,2
"225.R14",81,82,17,"R14",4,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,3
"225.R15",81,82,17,"R15",3,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,4
"225.R17rev",81,82,17,"R17rev",7,225,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,120,118,7,5
"234.R1",83,82,17,"R1",6,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,1
"234.R2rev",83,82,17,"R2rev",5,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,6
"234.R4",83,82,17,"R4",5,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,7
"234.R6rev",83,82,17,"R6rev",7,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,8
"234.R8",83,82,17,"R8",5,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,9
"234.R13",83,82,17,"R13",5,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,2
"234.R14",83,82,17,"R14",5,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,3
"234.R15",83,82,17,"R15",5,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,4
"234.R17rev",83,82,17,"R17rev",7,234,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,122,118,7,5
"238.R1",84,82,17,"R1",7,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,1
"238.R2rev",84,82,17,"R2rev",6,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,6
"238.R4",84,82,17,"R4",5,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,7
"238.R6rev",84,82,17,"R6rev",7,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,8
"238.R8",84,82,17,"R8",6,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,9
"238.R13",84,82,17,"R13",7,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,2
"238.R14",84,82,17,"R14",7,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,3
"238.R15",84,82,17,"R15",7,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,4
"238.R17rev",84,82,17,"R17rev",6,238,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,123,118,7,5
"242.R1",85,82,17,"R1",5,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,1
"242.R2rev",85,82,17,"R2rev",6,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,6
"242.R4",85,82,17,"R4",4,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,7
"242.R6rev",85,82,17,"R6rev",7,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,8
"242.R8",85,82,17,"R8",5,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,9
"242.R13",85,82,17,"R13",5,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,2
"242.R14",85,82,17,"R14",4,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,3
"242.R15",85,82,17,"R15",5,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,4
"242.R17rev",85,82,17,"R17rev",7,242,21,1,29,31,0,1,0.9375,0.666666666666667,0.161087866108787,71,-4.44979079497908,1,124,118,7,5
"226.R1",81,83,17,"R1",3,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,1
"226.R2rev",81,83,17,"R2rev",7,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,6
"226.R4",81,83,17,"R4",2,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,7
"226.R6rev",81,83,17,"R6rev",6,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,8
"226.R8",81,83,17,"R8",1,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,9
"226.R13",81,83,17,"R13",1,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,2
"226.R14",81,83,17,"R14",1,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,3
"226.R15",81,83,17,"R15",2,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,4
"226.R17rev",81,83,17,"R17rev",7,226,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,120,119,7,5
"230.R1",82,83,17,"R1",4,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,1
"230.R2rev",82,83,17,"R2rev",7,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,6
"230.R4",82,83,17,"R4",4,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,7
"230.R6rev",82,83,17,"R6rev",7,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,8
"230.R8",82,83,17,"R8",4,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,9
"230.R13",82,83,17,"R13",4,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,2
"230.R14",82,83,17,"R14",4,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,3
"230.R15",82,83,17,"R15",4,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,4
"230.R17rev",82,83,17,"R17rev",7,230,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,121,119,7,5
"239.R1",84,83,17,"R1",5,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,1
"239.R2rev",84,83,17,"R2rev",6,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,6
"239.R4",84,83,17,"R4",2,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,7
"239.R6rev",84,83,17,"R6rev",6,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,8
"239.R8",84,83,17,"R8",3,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,9
"239.R13",84,83,17,"R13",4,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,2
"239.R14",84,83,17,"R14",4,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,3
"239.R15",84,83,17,"R15",4,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,4
"239.R17rev",84,83,17,"R17rev",7,239,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,123,119,7,5
"243.R1",85,83,17,"R1",3,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,1
"243.R2rev",85,83,17,"R2rev",6,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,6
"243.R4",85,83,17,"R4",2,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,7
"243.R6rev",85,83,17,"R6rev",4,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,8
"243.R8",85,83,17,"R8",4,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,9
"243.R13",85,83,17,"R13",3,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,2
"243.R14",85,83,17,"R14",3,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,3
"243.R15",85,83,17,"R15",2,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,4
"243.R17rev",85,83,17,"R17rev",7,243,20,1,26,39,0,0,0.770833333333333,0.361111111111111,-2.83891213389121,79,3.55020920502092,0,124,119,7,5
"227.R1",81,84,17,"R1",3,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,1
"227.R2rev",81,84,17,"R2rev",6,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,6
"227.R4",81,84,17,"R4",4,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,7
"227.R6rev",81,84,17,"R6rev",6,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,8
"227.R8",81,84,17,"R8",5,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,9
"227.R13",81,84,17,"R13",4,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,2
"227.R14",81,84,17,"R14",2,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,3
"227.R15",81,84,17,"R15",2,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,4
"227.R17rev",81,84,17,"R17rev",7,227,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,120,120,7,5
"231.R1",82,84,17,"R1",4,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,1
"231.R2rev",82,84,17,"R2rev",7,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,6
"231.R4",82,84,17,"R4",4,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,7
"231.R6rev",82,84,17,"R6rev",7,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,8
"231.R8",82,84,17,"R8",6,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,9
"231.R13",82,84,17,"R13",5,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,2
"231.R14",82,84,17,"R14",6,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,3
"231.R15",82,84,17,"R15",6,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,4
"231.R17rev",82,84,17,"R17rev",7,231,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,121,120,7,5
"235.R1",83,84,17,"R1",6,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,1
"235.R2rev",83,84,17,"R2rev",6,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,6
"235.R4",83,84,17,"R4",5,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,7
"235.R6rev",83,84,17,"R6rev",7,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,8
"235.R8",83,84,17,"R8",6,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,9
"235.R13",83,84,17,"R13",4,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,2
"235.R14",83,84,17,"R14",4,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,3
"235.R15",83,84,17,"R15",4,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,4
"235.R17rev",83,84,17,"R17rev",7,235,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,122,120,7,5
"244.R1",85,84,17,"R1",5,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,1
"244.R2rev",85,84,17,"R2rev",7,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,6
"244.R4",85,84,17,"R4",4,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,7
"244.R6rev",85,84,17,"R6rev",7,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,8
"244.R8",85,84,17,"R8",5,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,9
"244.R13",85,84,17,"R13",5,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,2
"244.R14",85,84,17,"R14",4,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,3
"244.R15",85,84,17,"R15",5,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,4
"244.R17rev",85,84,17,"R17rev",7,244,20,1,26,34,0,0,0.8125,0.486111111111111,-2.83891213389121,74,-1.44979079497908,0,124,120,7,5
"228.R1",81,85,17,"R1",5,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,1
"228.R2rev",81,85,17,"R2rev",6,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,6
"228.R4",81,85,17,"R4",5,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,7
"228.R6rev",81,85,17,"R6rev",7,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,8
"228.R8",81,85,17,"R8",6,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,9
"228.R13",81,85,17,"R13",5,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,2
"228.R14",81,85,17,"R14",5,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,3
"228.R15",81,85,17,"R15",2,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,4
"228.R17rev",81,85,17,"R17rev",7,228,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,120,121,7,5
"232.R1",82,85,17,"R1",5,232,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,121,121,7,1
"232.R2rev",82,85,17,"R2rev",7,232,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,121,121,7,6
"232.R4",82,85,17,"R4",5,232,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,121,121,7,7
"232.R6rev",82,85,17,"R6rev",7,232,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,121,121,7,8
"232.R8",82,85,17,"R8",5,232,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,121,121,7,9
"232.R13",82,85,17,"R13",6,232,20,1,32,28,0,0,0.8125,0.819444444444444,3.16108786610879,68,-7.44979079497908,0,121,121,7,2
