"","rater_id","rated_ID","Group","domItem","dominanceRatings","id"
"355.R7",118,119,24,"R7",1,355
"356.R7",118,120,24,"R7",1,356
"357.R7",119,116,24,"R7",6,357
"358.R7",119,117,24,"R7",1,358
"359.R7",119,118,24,"R7",1,359
"360.R7",119,120,24,"R7",1,360
"361.R7",120,117,24,"R7",2,361
"362.R7",120,118,24,"R7",1,362
"363.R7",120,119,24,"R7",1,363
"364.R7",121,122,25,"R7",2,364
"365.R7",121,123,25,"R7",5,365
"366.R7",121,124,25,"R7",5,366
"367.R7",121,125,25,"R7",2,367
"368.R7",122,121,25,"R7",1,368
"369.R7",122,123,25,"R7",1,369
"370.R7",122,124,25,"R7",2,370
"371.R7",122,125,25,"R7",1,371
"372.R7",123,121,25,"R7",1,372
"373.R7",123,122,25,"R7",1,373
"374.R7",123,124,25,"R7",1,374
"375.R7",123,125,25,"R7",1,375
"376.R7",124,121,25,"R7",1,376
"377.R7",124,122,25,"R7",1,377
"378.R7",124,123,25,"R7",2,378
"379.R7",124,125,25,"R7",1,379
"380.R7",125,121,25,"R7",1,380
"381.R7",125,122,25,"R7",1,381
"382.R7",125,123,25,"R7",1,382
"383.R7",125,124,25,"R7",1,383
"384.R7",126,127,26,"R7",1,384
"385.R7",126,128,26,"R7",1,385
"386.R7",126,129,26,"R7",1,386
"387.R7",126,130,26,"R7",1,387
"388.R7",127,126,26,"R7",1,388
"389.R7",127,128,26,"R7",1,389
"390.R7",127,129,26,"R7",1,390
"391.R7",127,130,26,"R7",1,391
"392.R7",128,126,26,"R7",1,392
"393.R7",128,127,26,"R7",1,393
"394.R7",128,129,26,"R7",1,394
"395.R7",128,130,26,"R7",1,395
"396.R7",129,126,26,"R7",1,396
"397.R7",129,127,26,"R7",1,397
"398.R7",129,128,26,"R7",1,398
"399.R7",129,130,26,"R7",1,399
"400.R7",130,126,26,"R7",1,400
"401.R7",130,127,26,"R7",1,401
"402.R7",130,128,26,"R7",2,402
"403.R7",130,129,26,"R7",1,403
"404.R7",131,132,27,"R7",1,404
"405.R7",131,133,27,"R7",1,405
"406.R7",131,134,27,"R7",2,406
"407.R7",131,135,27,"R7",1,407
"408.R7",132,131,27,"R7",1,408
"409.R7",132,133,27,"R7",4,409
"410.R7",132,134,27,"R7",3,410
"411.R7",132,135,27,"R7",1,411
"412.R7",133,131,27,"R7",1,412
"413.R7",133,132,27,"R7",1,413
"414.R7",133,134,27,"R7",2,414
"415.R7",133,135,27,"R7",1,415
"416.R7",134,131,27,"R7",1,416
"417.R7",134,132,27,"R7",4,417
"418.R7",134,133,27,"R7",3,418
"419.R7",134,135,27,"R7",1,419
"420.R7",135,131,27,"R7",1,420
"421.R7",135,132,27,"R7",1,421
"422.R7",135,133,27,"R7",1,422
"423.R7",135,134,27,"R7",1,423
"424.R7",136,138,28,"R7",1,424
"425.R7",136,139,28,"R7",1,425
"426.R7",136,140,28,"R7",4,426
"427.R7",137,136,28,"R7",3,427
"428.R7",137,138,28,"R7",1,428
"429.R7",138,136,28,"R7",1,429
"430.R7",138,137,28,"R7",2,430
"431.R7",138,139,28,"R7",2,431
"432.R7",138,140,28,"R7",2,432
"433.R7",139,136,28,"R7",1,433
"434.R7",139,137,28,"R7",2,434
"435.R7",139,138,28,"R7",4,435
"436.R7",139,140,28,"R7",6,436
"437.R7",140,136,28,"R7",1,437
"438.R7",140,137,28,"R7",1,438
"439.R7",140,138,28,"R7",1,439
"440.R7",140,139,28,"R7",3,440
"441.R7",141,142,29,"R7",2,441
"442.R7",141,143,29,"R7",1,442
"443.R7",141,144,29,"R7",1,443
"444.R7",141,145,29,"R7",1,444
"445.R7",142,141,29,"R7",1,445
"446.R7",142,143,29,"R7",2,446
"447.R7",142,144,29,"R7",1,447
"448.R7",142,145,29,"R7",1,448
"449.R7",143,141,29,"R7",1,449
"450.R7",143,142,29,"R7",1,450
"451.R7",143,144,29,"R7",1,451
"452.R7",143,145,29,"R7",1,452
"453.R7",144,141,29,"R7",2,453
"454.R7",144,142,29,"R7",5,454
"455.R7",144,143,29,"R7",2,455
"456.R7",144,145,29,"R7",1,456
"457.R7",145,141,29,"R7",3,457
"458.R7",145,142,29,"R7",4,458
"459.R7",145,143,29,"R7",3,459
"460.R7",145,144,29,"R7",2,460
"461.R7",146,147,30,"R7",5,461
"462.R7",146,148,30,"R7",3,462
"463.R7",146,149,30,"R7",1,463
"464.R7",146,150,30,"R7",1,464
"465.R7",147,146,30,"R7",2,465
"466.R7",147,148,30,"R7",3,466
"467.R7",147,149,30,"R7",1,467
"468.R7",147,150,30,"R7",1,468
"469.R7",148,146,30,"R7",4,469
"470.R7",148,147,30,"R7",2,470
"471.R7",148,149,30,"R7",2,471
"472.R7",148,150,30,"R7",2,472
"473.R7",149,146,30,"R7",3,473
"474.R7",149,147,30,"R7",2,474
"475.R7",149,148,30,"R7",2,475
"476.R7",149,150,30,"R7",3,476
"477.R7",150,146,30,"R7",1,477
"478.R7",150,147,30,"R7",6,478
"479.R7",150,148,30,"R7",1,479
"480.R7",150,149,30,"R7",1,480
"481.R7",151,152,31,"R7",2,481
"482.R7",151,153,31,"R7",1,482
"483.R7",151,154,31,"R7",1,483
"484.R7",151,155,31,"R7",2,484
"485.R7",152,151,31,"R7",1,485
"486.R7",152,153,31,"R7",4,486
"487.R7",152,154,31,"R7",1,487
"488.R7",152,155,31,"R7",1,488
"489.R7",153,151,31,"R7",3,489
"490.R7",153,152,31,"R7",4,490
"491.R7",153,154,31,"R7",3,491
"492.R7",153,155,31,"R7",3,492
"493.R7",154,151,31,"R7",2,493
"494.R7",154,152,31,"R7",1,494
"495.R7",154,153,31,"R7",2,495
"496.R7",154,155,31,"R7",2,496
"497.R7",155,151,31,"R7",1,497
"498.R7",155,152,31,"R7",1,498
"499.R7",155,153,31,"R7",1,499
"500.R7",155,154,31,"R7",1,500
"501.R7",156,157,32,"R7",2,501
"502.R7",156,158,32,"R7",2,502
"503.R7",156,159,32,"R7",2,503
"504.R7",156,160,32,"R7",2,504
"505.R7",157,156,32,"R7",1,505
"506.R7",157,158,32,"R7",4,506
"507.R7",157,159,32,"R7",4,507
"508.R7",157,160,32,"R7",2,508
"509.R7",158,156,32,"R7",1,509
"510.R7",158,157,32,"R7",1,510
"511.R7",158,159,32,"R7",2,511
"512.R7",158,160,32,"R7",1,512
"513.R7",159,156,32,"R7",2,513
"514.R7",159,157,32,"R7",3,514
"515.R7",159,158,32,"R7",2,515
"516.R7",159,160,32,"R7",1,516
"517.R7",160,156,32,"R7",1,517
"518.R7",160,157,32,"R7",2,518
"519.R7",160,158,32,"R7",3,519
"520.R7",160,159,32,"R7",2,520
"1.R9",6,7,2,"R9",4,1
"2.R9",6,8,2,"R9",2,2
"3.R9",6,9,2,"R9",1,3
"4.R9",6,10,2,"R9",2,4
"5.R9",7,6,2,"R9",3,5
"6.R9",7,8,2,"R9",2,6
"7.R9",7,9,2,"R9",2,7
"8.R9",7,10,2,"R9",3,8
"9.R9",8,6,2,"R9",5,9
"10.R9",8,7,2,"R9",5,10
"11.R9",8,9,2,"R9",2,11
"12.R9",8,10,2,"R9",2,12
"13.R9",9,6,2,"R9",3,13
"14.R9",9,7,2,"R9",1,14
"15.R9",9,8,2,"R9",3,15
"16.R9",9,10,2,"R9",1,16
"17.R9",10,6,2,"R9",3,17
"18.R9",10,7,2,"R9",3,18
"19.R9",10,8,2,"R9",2,19
"20.R9",10,9,2,"R9",2,20
"21.R9",11,12,3,"R9",1,21
"22.R9",11,13,3,"R9",2,22
"23.R9",11,14,3,"R9",2,23
"24.R9",11,15,3,"R9",1,24
"25.R9",12,11,3,"R9",1,25
"26.R9",12,13,3,"R9",2,26
"27.R9",12,14,3,"R9",3,27
"28.R9",12,15,3,"R9",6,28
"29.R9",13,11,3,"R9",4,29
"30.R9",13,12,3,"R9",3,30
"31.R9",13,14,3,"R9",6,31
"32.R9",13,15,3,"R9",6,32
"33.R9",14,11,3,"R9",1,33
"34.R9",14,12,3,"R9",1,34
"35.R9",14,13,3,"R9",1,35
"36.R9",14,15,3,"R9",2,36
"37.R9",15,11,3,"R9",3,37
"38.R9",15,12,3,"R9",2,38
"39.R9",15,13,3,"R9",2,39
"40.R9",15,14,3,"R9",3,40
"41.R9",16,17,4,"R9",1,41
"42.R9",16,18,4,"R9",1,42
"43.R9",16,19,4,"R9",1,43
"44.R9",16,20,4,"R9",2,44
"45.R9",17,16,4,"R9",1,45
"46.R9",17,18,4,"R9",2,46
"47.R9",17,19,4,"R9",1,47
"48.R9",17,20,4,"R9",2,48
"49.R9",18,16,4,"R9",1,49
"50.R9",18,17,4,"R9",1,50
"51.R9",18,19,4,"R9",1,51
"52.R9",18,20,4,"R9",1,52
"53.R9",20,16,4,"R9",1,53
"54.R9",20,17,4,"R9",1,54
"55.R9",20,18,4,"R9",1,55
"56.R9",20,19,4,"R9",1,56
"57.R9",21,22,5,"R9",4,57
"58.R9",21,23,5,"R9",4,58
"59.R9",21,24,5,"R9",1,59
"60.R9",21,25,5,"R9",3,60
"61.R9",22,21,5,"R9",3,61
"62.R9",22,23,5,"R9",1,62
"63.R9",22,24,5,"R9",1,63
"64.R9",23,21,5,"R9",4,64
"65.R9",23,22,5,"R9",5,65
"66.R9",23,24,5,"R9",3,66
"67.R9",23,25,5,"R9",5,67
"68.R9",24,22,5,"R9",7,68
"69.R9",24,23,5,"R9",1,69
"70.R9",24,25,5,"R9",3,70
"71.R9",25,21,5,"R9",2,71
"72.R9",25,22,5,"R9",2,72
"73.R9",25,23,5,"R9",2,73
"74.R9",25,24,5,"R9",1,74
"75.R9",26,28,6,"R9",4,75
"76.R9",26,29,6,"R9",1,76
"77.R9",26,30,6,"R9",1,77
"78.R9",28,26,6,"R9",4,78
"79.R9",28,27,6,"R9",3,79
"80.R9",28,29,6,"R9",3,80
"81.R9",28,30,6,"R9",5,81
"82.R9",29,26,6,"R9",1,82
"83.R9",29,27,6,"R9",1,83
"84.R9",29,28,6,"R9",1,84
"85.R9",29,30,6,"R9",1,85
"86.R9",32,31,7,"R9",6,86
"87.R9",32,33,7,"R9",1,87
"88.R9",32,34,7,"R9",1,88
"89.R9",32,35,7,"R9",1,89
"90.R9",33,31,7,"R9",3,90
"91.R9",33,34,7,"R9",6,91
"92.R9",33,35,7,"R9",1,92
"93.R9",34,31,7,"R9",1,93
"94.R9",34,32,7,"R9",1,94
"95.R9",34,33,7,"R9",4,95
"96.R9",34,35,7,"R9",4,96
"97.R9",35,31,7,"R9",6,97
"98.R9",35,32,7,"R9",2,98
"99.R9",35,33,7,"R9",4,99
"100.R9",35,34,7,"R9",4,100
"101.R9",36,37,8,"R9",4,101
"102.R9",36,38,8,"R9",2,102
"103.R9",36,39,8,"R9",2,103
"104.R9",36,40,8,"R9",3,104
"105.R9",37,36,8,"R9",2,105
"106.R9",37,38,8,"R9",1,106
"107.R9",37,39,8,"R9",3,107
"108.R9",37,40,8,"R9",2,108
"109.R9",38,36,8,"R9",4,109
"110.R9",38,37,8,"R9",1,110
"111.R9",38,39,8,"R9",2,111
"112.R9",38,40,8,"R9",1,112
"113.R9",39,36,8,"R9",1,113
"114.R9",39,37,8,"R9",1,114
"115.R9",39,38,8,"R9",1,115
"116.R9",39,40,8,"R9",1,116
"117.R9",40,36,8,"R9",3,117
"118.R9",40,37,8,"R9",2,118
"119.R9",40,38,8,"R9",1,119
"120.R9",40,39,8,"R9",5,120
"121.R9",41,42,9,"R9",2,121
"122.R9",41,43,9,"R9",1,122
"123.R9",41,44,9,"R9",1,123
"124.R9",41,45,9,"R9",2,124
"125.R9",42,41,9,"R9",4,125
"126.R9",42,43,9,"R9",3,126
"127.R9",42,44,9,"R9",4,127
"128.R9",42,45,9,"R9",4,128
"129.R9",43,42,9,"R9",2,129
"130.R9",43,44,9,"R9",4,130
"131.R9",43,45,9,"R9",2,131
"132.R9",44,41,9,"R9",3,132
"133.R9",44,42,9,"R9",5,133
"134.R9",44,43,9,"R9",6,134
"135.R9",44,45,9,"R9",2,135
"136.R9",45,41,9,"R9",2,136
"137.R9",45,43,9,"R9",3,137
"138.R9",45,44,9,"R9",3,138
"139.R9",46,50,10,"R9",1,139
"140.R9",47,46,10,"R9",4,140
"141.R9",47,48,10,"R9",4,141
"142.R9",47,49,10,"R9",5,142
"143.R9",47,50,10,"R9",3,143
"144.R9",48,46,10,"R9",1,144
"145.R9",48,47,10,"R9",1,145
"146.R9",48,49,10,"R9",1,146
"147.R9",48,50,10,"R9",1,147
"148.R9",49,50,10,"R9",4,148
"149.R9",56,57,12,"R9",1,149
"150.R9",56,58,12,"R9",3,150
"151.R9",56,59,12,"R9",6,151
"152.R9",56,60,12,"R9",6,152
"153.R9",57,56,12,"R9",1,153
"154.R9",57,58,12,"R9",1,154
"155.R9",57,59,12,"R9",1,155
"156.R9",57,60,12,"R9",1,156
"157.R9",58,56,12,"R9",1,157
"158.R9",58,57,12,"R9",1,158
"159.R9",58,59,12,"R9",1,159
"160.R9",58,60,12,"R9",1,160
"161.R9",59,56,12,"R9",3,161
"162.R9",59,57,12,"R9",2,162
"163.R9",59,58,12,"R9",3,163
"164.R9",59,60,12,"R9",2,164
"165.R9",60,56,12,"R9",1,165
"166.R9",60,57,12,"R9",2,166
"167.R9",60,58,12,"R9",1,167
"168.R9",60,59,12,"R9",1,168
"169.R9",61,62,13,"R9",4,169
"170.R9",61,63,13,"R9",5,170
"171.R9",61,64,13,"R9",5,171
"172.R9",61,65,13,"R9",3,172
"173.R9",62,61,13,"R9",1,173
"174.R9",62,63,13,"R9",2,174
"175.R9",62,64,13,"R9",3,175
"176.R9",62,65,13,"R9",3,176
"177.R9",63,61,13,"R9",1,177
"178.R9",63,62,13,"R9",1,178
"179.R9",64,61,13,"R9",3,179
"180.R9",64,62,13,"R9",7,180
"181.R9",64,63,13,"R9",1,181
"182.R9",64,65,13,"R9",2,182
"183.R9",65,61,13,"R9",2,183
"184.R9",65,62,13,"R9",2,184
"185.R9",65,63,13,"R9",3,185
"186.R9",65,64,13,"R9",5,186
"187.R9",66,67,14,"R9",1,187
"188.R9",69,67,14,"R9",2,188
"189.R9",69,70,14,"R9",5,189
"190.R9",70,66,14,"R9",1,190
"191.R9",70,67,14,"R9",1,191
"192.R9",70,68,14,"R9",1,192
"193.R9",70,69,14,"R9",1,193
"194.R9",71,72,15,"R9",2,194
"195.R9",71,74,15,"R9",6,195
"196.R9",71,75,15,"R9",6,196
"197.R9",72,71,15,"R9",1,197
"198.R9",72,73,15,"R9",3,198
"199.R9",72,74,15,"R9",2,199
"200.R9",72,75,15,"R9",1,200
"201.R9",73,71,15,"R9",4,201
"202.R9",73,72,15,"R9",1,202
"203.R9",74,72,15,"R9",2,203
"204.R9",74,73,15,"R9",3,204
"205.R9",74,75,15,"R9",5,205
"206.R9",75,72,15,"R9",4,206
"207.R9",75,73,15,"R9",4,207
"208.R9",75,74,15,"R9",4,208
"209.R9",77,76,16,"R9",1,209
"210.R9",77,78,16,"R9",1,210
"211.R9",77,79,16,"R9",1,211
"212.R9",77,80,16,"R9",3,212
"213.R9",78,76,16,"R9",4,213
"214.R9",78,77,16,"R9",4,214
"215.R9",78,79,16,"R9",3,215
"216.R9",78,80,16,"R9",5,216
"217.R9",79,76,16,"R9",3,217
"218.R9",79,77,16,"R9",4,218
"219.R9",79,78,16,"R9",2,219
"220.R9",79,80,16,"R9",4,220
"221.R9",80,76,16,"R9",1,221
"222.R9",80,77,16,"R9",1,222
"223.R9",80,78,16,"R9",1,223
"224.R9",80,79,16,"R9",1,224
"225.R9",81,82,17,"R9",3,225
"226.R9",81,83,17,"R9",1,226
"227.R9",81,84,17,"R9",4,227
"228.R9",81,85,17,"R9",6,228
"229.R9",82,81,17,"R9",1,229
"230.R9",82,83,17,"R9",1,230
"231.R9",82,84,17,"R9",1,231
"232.R9",82,85,17,"R9",1,232
"233.R9",83,81,17,"R9",1,233
"234.R9",83,82,17,"R9",1,234
"235.R9",83,84,17,"R9",2,235
"236.R9",83,85,17,"R9",1,236
"237.R9",84,81,17,"R9",3,237
"238.R9",84,82,17,"R9",3,238
"239.R9",84,83,17,"R9",1,239
"240.R9",84,85,17,"R9",6,240
"241.R9",85,81,17,"R9",1,241
"242.R9",85,82,17,"R9",3,242
"243.R9",85,83,17,"R9",1,243
"244.R9",85,84,17,"R9",1,244
"245.R9",86,87,18,"R9",3,245
"246.R9",86,88,18,"R9",4,246
"247.R9",86,89,18,"R9",2,247
"248.R9",86,90,18,"R9",2,248
"249.R9",89,86,18,"R9",4,249
"250.R9",89,87,18,"R9",7,250
"251.R9",89,88,18,"R9",7,251
"252.R9",89,90,18,"R9",1,252
"253.R9",91,92,19,"R9",1,253
"254.R9",91,93,19,"R9",4,254
"255.R9",91,94,19,"R9",1,255
"256.R9",91,95,19,"R9",1,256
"257.R9",92,91,19,"R9",1,257
"258.R9",92,93,19,"R9",2,258
"259.R9",92,94,19,"R9",2,259
"260.R9",92,95,19,"R9",4,260
"261.R9",93,91,19,"R9",1,261
"262.R9",93,92,19,"R9",4,262
"263.R9",93,94,19,"R9",2,263
"264.R9",93,95,19,"R9",4,264
"265.R9",95,91,19,"R9",2,265
"266.R9",95,92,19,"R9",4,266
"267.R9",95,93,19,"R9",4,267
"268.R9",95,94,19,"R9",2,268
"269.R9",96,97,20,"R9",2,269
"270.R9",96,98,20,"R9",4,270
"271.R9",96,99,20,"R9",2,271
"272.R9",96,100,20,"R9",3,272
"273.R9",97,96,20,"R9",1,273
"274.R9",97,98,20,"R9",1,274
"275.R9",97,99,20,"R9",1,275
"276.R9",97,100,20,"R9",1,276
"277.R9",98,96,20,"R9",2,277
"278.R9",98,97,20,"R9",3,278
"279.R9",98,99,20,"R9",3,279
"280.R9",98,100,20,"R9",2,280
"281.R9",99,96,20,"R9",4,281
"282.R9",99,97,20,"R9",6,282
"283.R9",99,98,20,"R9",4,283
"284.R9",99,100,20,"R9",4,284
"285.R9",100,96,20,"R9",4,285
"286.R9",100,97,20,"R9",3,286
"287.R9",100,98,20,"R9",3,287
"288.R9",100,99,20,"R9",4,288
"289.R9",101,102,21,"R9",3,289
"290.R9",101,103,21,"R9",1,290
"291.R9",101,104,21,"R9",1,291
"292.R9",101,105,21,"R9",2,292
"293.R9",102,101,21,"R9",4,293
"294.R9",102,103,21,"R9",2,294
"295.R9",102,104,21,"R9",3,295
"296.R9",102,105,21,"R9",4,296
"297.R9",103,101,21,"R9",3,297
"298.R9",103,102,21,"R9",3,298
"299.R9",103,104,21,"R9",2,299
"300.R9",103,105,21,"R9",3,300
"301.R9",104,101,21,"R9",1,301
"302.R9",104,102,21,"R9",1,302
"303.R9",104,103,21,"R9",1,303
"304.R9",104,105,21,"R9",1,304
"305.R9",105,101,21,"R9",1,305
"306.R9",105,102,21,"R9",3,306
"307.R9",105,103,21,"R9",2,307
"308.R9",105,104,21,"R9",1,308
"309.R9",106,107,22,"R9",1,309
"310.R9",106,108,22,"R9",1,310
"311.R9",106,109,22,"R9",1,311
"312.R9",106,110,22,"R9",1,312
"313.R9",107,106,22,"R9",2,313
"314.R9",107,108,22,"R9",1,314
"315.R9",107,109,22,"R9",1,315
"316.R9",107,110,22,"R9",5,316
"317.R9",108,106,22,"R9",1,317
"318.R9",108,107,22,"R9",7,318
"319.R9",108,109,22,"R9",1,319
"320.R9",108,110,22,"R9",5,320
"321.R9",109,106,22,"R9",1,321
"322.R9",109,107,22,"R9",5,322
"323.R9",109,108,22,"R9",1,323
"324.R9",109,110,22,"R9",6,324
"325.R9",110,106,22,"R9",1,325
"326.R9",110,107,22,"R9",6,326
"327.R9",110,109,22,"R9",5,327
"328.R9",110,108,22,"R9",1,328
"329.R9",112,111,23,"R9",4,329
"330.R9",112,113,23,"R9",1,330
"331.R9",112,114,23,"R9",2,331
"332.R9",112,115,23,"R9",5,332
"333.R9",113,111,23,"R9",3,333
"334.R9",113,112,23,"R9",1,334
"335.R9",113,114,23,"R9",1,335
"336.R9",113,115,23,"R9",4,336
"337.R9",114,111,23,"R9",5,337
"338.R9",114,112,23,"R9",1,338
"339.R9",114,113,23,"R9",2,339
"340.R9",114,115,23,"R9",2,340
"341.R9",115,111,23,"R9",6,341
"342.R9",115,112,23,"R9",1,342
"343.R9",115,113,23,"R9",2,343
"344.R9",115,114,23,"R9",4,344
"345.R9",116,117,24,"R9",1,345
"346.R9",116,118,24,"R9",1,346
"347.R9",116,119,24,"R9",1,347
"348.R9",116,120,24,"R9",1,348
"349.R9",117,116,24,"R9",3,349
"350.R9",117,118,24,"R9",1,350
"351.R9",117,119,24,"R9",1,351
"352.R9",117,120,24,"R9",1,352
"353.R9",118,116,24,"R9",2,353
"354.R9",118,117,24,"R9",1,354
"355.R9",118,119,24,"R9",1,355
"356.R9",118,120,24,"R9",2,356
"357.R9",119,116,24,"R9",5,357
"358.R9",119,117,24,"R9",1,358
"359.R9",119,118,24,"R9",1,359
"360.R9",119,120,24,"R9",1,360
"361.R9",120,117,24,"R9",2,361
"362.R9",120,118,24,"R9",2,362
"363.R9",120,119,24,"R9",3,363
"364.R9",121,122,25,"R9",1,364
"365.R9",121,123,25,"R9",5,365
"366.R9",121,124,25,"R9",5,366
"367.R9",121,125,25,"R9",2,367
"368.R9",122,121,25,"R9",1,368
"369.R9",122,123,25,"R9",3,369
"370.R9",122,124,25,"R9",6,370
"371.R9",122,125,25,"R9",2,371
"372.R9",123,121,25,"R9",1,372
"373.R9",123,122,25,"R9",1,373
"374.R9",123,124,25,"R9",2,374
"375.R9",123,125,25,"R9",2,375
"376.R9",124,121,25,"R9",2,376
"377.R9",124,122,25,"R9",2,377
"378.R9",124,123,25,"R9",3,378
"379.R9",124,125,25,"R9",2,379
"380.R9",125,121,25,"R9",3,380
"381.R9",125,122,25,"R9",3,381
"382.R9",125,123,25,"R9",1,382
"383.R9",125,124,25,"R9",1,383
"384.R9",126,127,26,"R9",3,384
"385.R9",126,128,26,"R9",2,385
"386.R9",126,129,26,"R9",2,386
"387.R9",126,130,26,"R9",2,387
"388.R9",127,126,26,"R9",1,388
"389.R9",127,128,26,"R9",1,389
"390.R9",127,129,26,"R9",6,390
"391.R9",127,130,26,"R9",1,391
"392.R9",128,126,26,"R9",1,392
"393.R9",128,127,26,"R9",1,393
"394.R9",128,129,26,"R9",2,394
"395.R9",128,130,26,"R9",1,395
"396.R9",129,126,26,"R9",2,396
"397.R9",129,127,26,"R9",1,397
"398.R9",129,128,26,"R9",1,398
"399.R9",129,130,26,"R9",1,399
"400.R9",130,126,26,"R9",1,400
"401.R9",130,127,26,"R9",2,401
"402.R9",130,128,26,"R9",2,402
"403.R9",130,129,26,"R9",1,403
"404.R9",131,132,27,"R9",1,404
"405.R9",131,133,27,"R9",3,405
"406.R9",131,134,27,"R9",3,406
"407.R9",131,135,27,"R9",1,407
"408.R9",132,131,27,"R9",2,408
"409.R9",132,133,27,"R9",5,409
"410.R9",132,134,27,"R9",2,410
"411.R9",132,135,27,"R9",2,411
"412.R9",133,131,27,"R9",1,412
"413.R9",133,132,27,"R9",1,413
"414.R9",133,134,27,"R9",2,414
"415.R9",133,135,27,"R9",1,415
"416.R9",134,131,27,"R9",2,416
"417.R9",134,132,27,"R9",5,417
"418.R9",134,133,27,"R9",6,418
"419.R9",134,135,27,"R9",2,419
"420.R9",135,131,27,"R9",1,420
"421.R9",135,132,27,"R9",2,421
"422.R9",135,133,27,"R9",2,422
"423.R9",135,134,27,"R9",1,423
"424.R9",136,138,28,"R9",1,424
"425.R9",136,139,28,"R9",1,425
"426.R9",136,140,28,"R9",4,426
"427.R9",137,136,28,"R9",3,427
"428.R9",137,138,28,"R9",6,428
"429.R9",138,136,28,"R9",4,429
"430.R9",138,137,28,"R9",3,430
"431.R9",138,139,28,"R9",5,431
"432.R9",138,140,28,"R9",5,432
"433.R9",139,136,28,"R9",2,433
"434.R9",139,137,28,"R9",1,434
"435.R9",139,138,28,"R9",2,435
"436.R9",139,140,28,"R9",5,436
"437.R9",140,136,28,"R9",4,437
"438.R9",140,137,28,"R9",2,438
"439.R9",140,138,28,"R9",3,439
"440.R9",140,139,28,"R9",4,440
"441.R9",141,142,29,"R9",2,441
"442.R9",141,143,29,"R9",1,442
"443.R9",141,144,29,"R9",1,443
"444.R9",141,145,29,"R9",2,444
"445.R9",142,141,29,"R9",4,445
"446.R9",142,143,29,"R9",4,446
"447.R9",142,144,29,"R9",2,447
"448.R9",142,145,29,"R9",1,448
"449.R9",143,141,29,"R9",1,449
"450.R9",143,142,29,"R9",1,450
"451.R9",143,144,29,"R9",1,451
"452.R9",143,145,29,"R9",1,452
"453.R9",144,141,29,"R9",2,453
"454.R9",144,142,29,"R9",4,454
"455.R9",144,143,29,"R9",3,455
"456.R9",144,145,29,"R9",1,456
"457.R9",145,141,29,"R9",4,457
"458.R9",145,142,29,"R9",2,458
"459.R9",145,143,29,"R9",5,459
"460.R9",145,144,29,"R9",3,460
"461.R9",146,147,30,"R9",6,461
"462.R9",146,148,30,"R9",1,462
"463.R9",146,149,30,"R9",1,463
"464.R9",146,150,30,"R9",1,464
"465.R9",147,146,30,"R9",2,465
"466.R9",147,148,30,"R9",2,466
"467.R9",147,149,30,"R9",1,467
"468.R9",147,150,30,"R9",2,468
"469.R9",148,146,30,"R9",5,469
"470.R9",148,147,30,"R9",5,470
"471.R9",148,149,30,"R9",3,471
"472.R9",148,150,30,"R9",3,472
"473.R9",149,146,30,"R9",2,473
"474.R9",149,147,30,"R9",4,474
"475.R9",149,148,30,"R9",2,475
"476.R9",149,150,30,"R9",3,476
"477.R9",150,146,30,"R9",2,477
"478.R9",150,147,30,"R9",6,478
"479.R9",150,148,30,"R9",1,479
"480.R9",150,149,30,"R9",1,480
"481.R9",151,152,31,"R9",1,481
"482.R9",151,153,31,"R9",3,482
"483.R9",151,154,31,"R9",1,483
"484.R9",151,155,31,"R9",3,484
"485.R9",152,151,31,"R9",1,485
"486.R9",152,153,31,"R9",1,486
"487.R9",152,154,31,"R9",1,487
"488.R9",152,155,31,"R9",1,488
"489.R9",153,151,31,"R9",1,489
"490.R9",153,152,31,"R9",5,490
"491.R9",153,154,31,"R9",4,491
"492.R9",153,155,31,"R9",4,492
"493.R9",154,151,31,"R9",2,493
"494.R9",154,152,31,"R9",2,494
"495.R9",154,153,31,"R9",2,495
"496.R9",154,155,31,"R9",2,496
"497.R9",155,151,31,"R9",1,497
"498.R9",155,152,31,"R9",2,498
"499.R9",155,153,31,"R9",5,499
"500.R9",155,154,31,"R9",4,500
"501.R9",156,157,32,"R9",4,501
"502.R9",156,158,32,"R9",4,502
"503.R9",156,159,32,"R9",4,503
"504.R9",156,160,32,"R9",2,504
"505.R9",157,156,32,"R9",2,505
"506.R9",157,158,32,"R9",3,506
"507.R9",157,159,32,"R9",4,507
"508.R9",157,160,32,"R9",1,508
"509.R9",158,156,32,"R9",1,509
"510.R9",158,157,32,"R9",5,510
"511.R9",158,159,32,"R9",5,511
"512.R9",158,160,32,"R9",2,512
"513.R9",159,156,32,"R9",4,513
"514.R9",159,157,32,"R9",4,514
"515.R9",159,158,32,"R9",4,515
"516.R9",159,160,32,"R9",4,516
"517.R9",160,156,32,"R9",3,517
"518.R9",160,157,32,"R9",2,518
"519.R9",160,158,32,"R9",4,519
"520.R9",160,159,32,"R9",6,520
"1.R10rev",6,7,2,"R10rev",6,1
"2.R10rev",6,8,2,"R10rev",1,2
"3.R10rev",6,9,2,"R10rev",1,3
"4.R10rev",6,10,2,"R10rev",3,4
"5.R10rev",7,6,2,"R10rev",5,5
"6.R10rev",7,8,2,"R10rev",5,6
"7.R10rev",7,9,2,"R10rev",6,7
"8.R10rev",7,10,2,"R10rev",3,8
"9.R10rev",8,6,2,"R10rev",5,9
"10.R10rev",8,7,2,"R10rev",6,10
